,time,lat,long,download_speed,upload_speed,latency,connection_type,isp,day,date,day_type,session,temperature,climate,env_type,location,floor,mobility,movement_speed,gsm_asu,gsm_rssi,lte_rsrp,lte_rsrq,lte_rssnr,lte_cqi,lte_band,nr_rsrp,contributor
571,11:56,13.0131941,80.2352166,0.221000000834465,0.0260000005364418,39,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,No movement,0.12,0.0,-110.0,-112,-16,0,0,40,-140.0,Hariharan
572,11:56,13.0131941,80.2352166,0.221000000834465,0.0260000005364418,39,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,No movement,0.08,0.0,-110.0,-112,-16,0,0,40,-140.0,Hariharan
573,11:56,13.0131922,80.2352233,0.221000000834465,0.0260000005364418,39,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,No movement,0.08,0.0,-110.0,-113,-17,0,0,40,-140.0,Hariharan
574,11:56,13.0131925,80.2352159,0.221000000834465,0.0260000005364418,39,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,No movement,0.08,0.0,-110.0,-113,-17,0,0,40,-140.0,Hariharan
575,11:57,13.0132042,80.2352038,0.221000000834465,0.0260000005364418,39,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,Slow Walking,0.23,0.0,-110.0,-116,-18,0,0,40,-140.0,Hariharan
576,11:57,13.013198,80.2352022,0.221000000834465,0.0260000005364418,39,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,Slow Walking,0.49,0.0,-110.0,-114,-18,0,0,40,-140.0,Hariharan
577,11:57,13.0131941,80.2351843,0.221000000834465,0.0260000005364418,39,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,Slow Walking,0.49,0.0,-110.0,-115,-18,0,0,40,-140.0,Hariharan
578,11:57,13.0131917,80.2351741,0.221000000834465,0.0260000005364418,39,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,Walking,0.9,0.0,-110.0,-119,-20,0,0,40,-140.0,Hariharan
579,11:57,13.0132171,80.2351915,0.221000000834465,0.0260000005364418,39,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,Walking,0.92,0.0,-110.0,-113,-15,0,0,40,-140.0,Hariharan
580,11:57,13.0132171,80.2351915,0.221000000834465,0.0260000005364418,39,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,Walking,0.92,0.0,-110.0,-114,-17,0,0,40,-140.0,Hariharan
581,11:57,13.0132256,80.2351966,0.221000000834465,0.0260000005364418,39,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,Walking,0.92,0.0,-110.0,-118,-19,0,0,40,-140.0,Hariharan
582,11:57,13.0132311,80.2351725,0.221000000834465,0.0260000005364418,39,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,Walking,0.92,0.0,-110.0,-118,-19,0,0,40,-140.0,Hariharan
583,11:57,13.0132145,80.2351623,0.221000000834465,0.0260000005364418,39,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,Walking,0.88,0.0,-110.0,-117,-19,0,0,40,-140.0,Hariharan
584,11:57,13.013197,80.2351483,0.221000000834465,0.0260000005364418,39,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,Walking,0.82,0.0,-110.0,-116,-19,0,0,40,-140.0,Hariharan
585,11:57,13.0132087,80.2351552,0.221000000834465,0.0260000005364418,39,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,Walking,0.82,0.0,-110.0,-114,-11,2147483647,6,40,-140.0,Hariharan
586,11:57,13.0132087,80.2351552,0.221000000834465,0.0260000005364418,39,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,No movement,0.18,0.0,-110.0,-114,-11,2147483647,6,40,-140.0,Hariharan
